spatial,sustained,resperr_ltm,resperr_wm
-0.004232804232804159,3.0192116997841296,65.04644469248012,23.876161482374226
-0.015561676798378884,2.686981761356039,73.05943872248827,46.740740040211705
-0.030938660925362987,5.253860579302735,44.63470889775676,18.144409350284636
-0.01987133237133234,2.1871229413979454,62.766468964303186,13.503021201263282
-0.03454593219401576,6.740088058711608,50.275717096373924,24.116280807132746
-0.009709557581897942,4.716423240590731,72.12978684292007,30.92082624883109
-0.005108071597433264,-0.49906111539508646,74.17346686877922,9.382859357876308
-0.011234591354272135,-0.5965169697008512,79.86057832313122,22.026118472253383
-0.023478835978835964,7.092213929619055,46.16122681663736,22.159341184204408
-0.05072751322751316,1.1960499009624401,47.98693310590416,12.37182180188697
-0.014844877344877279,2.099084854534937,77.44552487385312,23.17251117321598
-0.03469111221724453,1.6099775434580286,42.7723672649919,8.62732734154976
-0.03357383357383351,1.760731201756575,36.64103513197716,7.517481722587778
-0.02989417989417984,1.1224398765702865,72.80751554776754,17.34436639150187
-0.06910235358511213,3.871119139917502,31.11976098746514,11.710607032859778
-0.010627530364372426,2.3676342323454653,72.12798334507411,14.418936601690252
-0.017929438982070507,1.2785445364394383,70.93521062798901,15.093213900817878
-0.0030525030525030443,3.7282540452655715,75.24034226770095,24.659535313066606
-0.02428451178451173,3.6245978162045986,70.77083866320714,22.328049090467406
-0.0015624135833194797,4.581719099638754,49.570843122618584,18.555281231380064
-0.02101802600472807,2.449732080013338,64.43579616213582,17.84703638201738
-0.02243224417426536,3.765063436117949,40.89633226302289,13.378493325368765
0.010964548420994457,-0.2350051945517333,82.09930150356506,15.775298837877044
-0.005382472137791249,8.745884941025988,49.27176024875677,26.937430800666686
-0.013899442755825633,2.6046632313212026,74.67168193731501,39.013921982044785
0.007466401194624274,3.8724417703240905,72.73444210762662,23.22590689930091
-0.008828160143949553,7.7701308963564015,67.5023784875236,36.66560469147913
-0.026740777611857704,1.9402041351704256,49.480534488593776,9.284313453698953
-0.015067340067340033,0.8287427172509496,77.74267679613651,38.563827994220446
-0.005053647475250209,4.009723295649697,67.97705165074821,27.206892055890744
-0.00018037518037512026,4.624395190762736,56.75762701394251,21.312963070531424
-0.0029796471434101685,1.4181517707062892,69.89629913433461,17.559218458053
-0.014036643026004691,0.1221601929440782,69.90036495673839,12.36820146858112
-0.01247467071935153,3.4578592584225185,36.576813149729674,11.451100692973865
-0.001943962470278193,1.3283561308036371,78.6352582483073,30.289556864688947
-0.0009920634920634523,3.6827424352619857,44.77870637195889,15.873458376391634
-0.020907210401891186,3.196376932316233,59.19245442636711,13.919844159463322
-0.012448286052009394,4.463037598169238,83.01098272801924,37.12814754964866
-0.0036832995609590675,5.04444440870049,64.03495714205995,19.287799130495962
-0.03810473657548116,1.9915401490084155,56.48854487677469,18.196830636133626
-0.016020770010131653,2.9281849699179636,68.11211672436782,20.78009949015519
-0.004106541606541577,3.5033363228994228,68.8396649705721,29.575758786224945
-0.015407107512370616,0.3492264876892056,85.81670670640197,10.973279736810351
-0.0212902837902837,3.78873297887381,67.42369156990327,27.28075116627646
-0.0036832995609590675,3.355568056863599,60.52003364053818,24.394434648849057
-0.019392730496453785,5.390529694968907,41.716318570265635,16.657573239323522
-0.012820512820512775,8.682177391152788,58.31274609664607,29.399841533464006
-0.047328687572589914,2.3534267734871603,56.495131719317854,16.24225745364773
-0.013646922183507477,0.7793259355521335,55.29982165805579,6.432844003826364
-0.01923076923076914,0.8429696446798414,65.09009413391544,7.395109510859265
-0.023478835978835964,2.913609155328414,69.8487981402342,16.86454717946149
-0.0298987411056376,-0.3242550316841815,54.840948656771076,7.908002912669475
-0.002352196917414288,1.9900688617841138,49.459343643849564,11.136798584073496
-0.003920273657115755,2.6628999364446737,65.35597783801636,13.652519402251025
-0.02115079365079363,2.256579245884105,50.57062638898803,11.675610059273376
-0.043436293436293356,3.1786765164728856,71.74180615601071,19.165655796807606
-0.02030812324929974,5.226191307858999,60.1165256082614,16.10361198035573
-0.012627723154038876,-0.3824768085747255,78.0871172484023,18.150283207684218
-0.0384265775275627,1.017864405385299,69.80445921614216,15.291392498708985
-0.03484393757502998,5.146786916003478,52.44791577762788,24.003163746658537
-0.027352008456659534,1.55523993222024,69.6970763171626,15.647449279220117
-0.010174069627851086,0.38395270130399184,87.9010341733053,33.36477364979367
-0.021560311033995153,4.089106204459924,79.38990241996918,24.58924959951295
-0.0032467532467532157,0.3063173423352052,67.42247270711758,10.055425657388787
-0.03348214285714279,2.1106641571623133,54.32382456899953,11.801324323740399
0.0024350649350649775,1.0500466537270798,78.10568407343507,26.532701896381766
-0.051846489346489284,2.682033963039205,53.70300358467574,16.90805385482928
-0.07079725829725818,0.8538906782445921,44.46617392493014,13.438750041344967
-0.005639097744360905,-0.07402730681903323,60.72449634785773,8.09803913946656
-0.014960794678648453,2.3226313256205273,58.26275754661723,10.49799566053636
-0.06598639455782308,5.163117484927281,36.41095060386504,13.304364597437598
-0.013038548752834403,7.504506612858911,48.1994762271783,20.66052941371135
-0.019312169312169246,2.5813771097859513,29.454497199031184,8.143599632093526
0.0049261083743842755,0.380232911187809,85.11101061427135,16.568325482737652
-0.03035965972012475,1.6507300716334652,44.99029550743172,7.868688170540528
-0.008432539682539654,2.5239148485725287,73.19590211320104,24.699780350570805
-0.014462374096925527,1.3233869380344367,62.47645095488258,9.545283896546483
-0.008295339412360653,0.7449296724687364,86.59354654947917,14.632731119791666
-0.0038438139483435514,3.843866264259093,54.56240699404762,17.117466517857142
0.0025994137492395836,3.68577741589098,47.730933779761905,19.722144717261905
-0.0032716987504220994,1.575962611607143,69.60978190104167,17.833536783854168
0.004687657303936401,1.6800514034034557,87.46630859375,27.55331143465909
0.009883696386355986,0.9637484405062537,80.8826904296875,27.238606770833332
-0.007018321513002365,-0.19916792553511256,80.78955078125,17.0859375
0.004216269841269902,2.97684132996633,44.635172526041664,16.615030924479168
-0.015983831475852722,3.9039848353324906,24.351236979166668,13.343098958333334
-0.00034827760891586426,2.648193288915947,86.60986328125,36.634358723958336
-0.0013757535534538675,-0.11508376024701672,85.38392857142857,56.342401413690474
0.004005192502532927,2.3890226201749645,74.7020263671875,24.56640625
-0.017091987504221477,1.8911169920935547,80.04105631510417,31.161661783854168
-0.01183616176967234,4.395060162638288,60.626057942708336,20.972330729166668
-0.005878503883822985,1.2051952749218389,88.63688151041667,54.703816731770836
-0.01546026790302918,1.2153489414231653,84.79545084635417,44.313680013020836
-0.0008503401360543422,2.653646818623664,75.34109933035714,24.833286830357142
-0.010105327592029681,3.1821592036435793,69.15966796875,22.920450846354168
-0.004016647309330141,5.0641185234718655,67.91224888392857,30.303524925595237
-0.017967958459979737,4.312868547829484,71.54085286458333,23.778279622395832
-0.018152651131374483,1.0239922945977689,76.0306396484375,36.805135091145836
0.0045518207282913324,2.243529993227259,70.51045496323529,18.885569852941178
-0.014532674772036446,3.334355412382756,78.999755859375,30.209554036458332
0.005456349206349288,2.8436551621121935,70.74690755208333,29.9935302734375
-0.003371960486322096,1.547853958107864,60.7344970703125,17.543416341145832
-0.00953541877744001,3.2508623718584655,85.802001953125,37.1878662109375
0.007514353259034157,5.717386382425444,63.7359619140625,33.868204752604164
-0.019070837554880038,0.7964742288961055,68.437255859375,26.080118815104168
0.0038397721098924033,1.2228326143430859,44.818318684895836,13.329060872395834
-0.006300658561296803,2.0616003318151765,63.754842122395836,17.088704427083332
-0.05284848868625462,4.723762175324677,71.2720947265625,37.479410807291664
-0.029920212765957434,2.1404719629329003,65.00703938802083,22.003580729166668
-0.0024801587301587526,2.3973119870580804,80.360107421875,29.747517903645832
-0.009287402904424123,3.6331134541095467,69.0391845703125,24.546834309895832
-0.021550996285038773,0.44638732939514314,67.17923990885417,13.339274088541666
-0.021909827760891527,2.5990229208002638,48.077555338541664,15.7120361328125
0.0010290020263424952,1.9690708235630119,64.89208984375,17.162150065104168
0.00029688486557130563,3.977828884078883,30.25244140625,14.2781982421875
-0.002306019925700727,5.129624697495791,67.97306315104167,33.055216471354164
-0.025023218507260997,4.781100485885642,73.13810221354167,47.7451171875
0.006100135089496811,3.372625482879389,42.8468017578125,14.7532958984375
-0.021091903073286025,-0.240837739372894,71.0501708984375,17.482137044270832
0.016379601485984534,2.4056440991011305,70.23978678385417,18.276326497395832
0.006522289766970629,3.2070641778649587,52.032023111979164,16.682454427083332
-0.012437732185072544,7.802202221245189,50.2611083984375,24.517130533854168
-0.016727879094900307,1.5310427094606789,75.94205729166667,16.8123779296875
-0.024453309692671343,3.2451082733440604,72.23299153645833,30.350545247395832
0.006559228301249606,3.6098507865109424,71.88761393229167,27.192097981770832
-0.02357206180344472,6.134622781009499,62.2198486328125,26.472900390625
-0.004886440391759457,2.0894169560185194,84.10599772135417,26.301106770833332
